,seq_name,tag_id,x_pos,y_pos,z_pos,activity,outlier_score,outlier_prediction
175,A01,Chest,2.8795623779296875,2.4897632598876958,1.0049357414245603,sitting down,0.0987415698897291,1
179,A01,Chest,2.8679211139678955,2.464024782180786,0.9915961623191832,sitting,0.10153271765922123,1
182,A01,Chest,2.852449655532837,2.590289354324341,0.8298075199127197,sitting,0.004497235579084435,1
226,A01,Chest,2.867781639099121,2.562328100204468,1.0291345119476318,sitting,0.07488776049257961,1
229,A01,Chest,2.828579902648926,2.495394706726074,1.0252597332000732,sitting,0.08590033283018939,1
233,A01,Chest,2.839923858642578,2.5469346046447754,1.012729525566101,sitting,0.05944265502659085,1
236,A01,Chest,2.841043472290039,2.554320335388184,0.989063799381256,sitting,0.017376840531225124,1
240,A01,Chest,2.878110647201538,2.545637845993042,1.0449808835983276,sitting,0.07300761273222378,1
261,A01,Chest,2.8631820678710938,2.5505611896514893,0.978352963924408,sitting,0.017376840531225124,1
264,A01,Chest,2.872523307800293,2.5359256267547607,0.9830266237258912,sitting,0.0745506467318704,1
285,A01,Chest,2.9094972610473637,2.524515151977539,1.107375979423523,sitting,0.06120520443917554,1
292,A01,Chest,2.7022058963775635,2.353525161743164,0.9901812076568604,sitting,0.1205848833740078,1
296,A01,Chest,2.681391477584839,2.3165228366851807,1.030232071876526,sitting,0.1243250509194781,1
304,A01,Chest,2.803490400314331,2.529213190078736,0.9550023674964904,sitting,0.07755946585193885,1
308,A01,Chest,2.93544602394104,2.2554616928100586,1.0221205949783323,sitting,0.12876220033963687,1
311,A01,Chest,2.927695274353028,2.247270345687866,0.9550498723983764,sitting,0.14230369158868728,1
315,A01,Chest,2.8140902519226074,2.4481239318847656,1.0235360860824585,sitting,0.10138221551786913,1
318,A01,Chest,2.7949042320251465,2.4510955810546875,1.049170732498169,sitting,0.09444446360872599,1
322,A01,Chest,2.8054213523864746,2.469902276992798,1.004796862602234,sitting,0.0937478311295884,1
325,A01,Chest,2.859354019165039,2.54053282737732,1.1176286935806274,sitting,0.01972938679265901,1
329,A01,Chest,2.7306363582611084,2.4277894496917725,0.9194026589393616,sitting,0.10881749458838857,1
332,A01,Chest,2.7684993743896484,2.417506694793701,0.9903475046157836,sitting,0.1113578594265916,1
336,A01,Chest,2.751938581466675,2.399972677230835,0.9234055876731871,sitting,0.12094345732215245,1
339,A01,Chest,2.7961020469665527,2.4320638179779053,0.9443040490150452,sitting,0.11085376652559775,1
343,A01,Chest,2.7957496643066406,2.491272449493408,0.9207872152328492,sitting,0.09117319800511592,1
346,A01,Chest,2.8015666007995605,2.4376142024993896,0.9177197217941284,sitting,0.10757543557571092,1
350,A01,Chest,2.793941736221313,2.4303884506225586,0.9619492888450624,sitting,0.11019987359304956,1
353,A01,Chest,2.7822933197021484,2.4479329586029053,0.943603217601776,sitting,0.10396986180034967,1
357,A01,Chest,2.785712242126465,2.411057710647583,1.0044243335723877,sitting,0.12053178030629225,1
360,A01,Chest,2.7961761951446533,2.456252098083496,0.9819208979606628,sitting,0.09886398360080262,1
364,A01,Chest,2.828577041625977,2.510188579559326,0.9928856492042542,sitting,0.08072568194628238,1
374,A01,Chest,2.958785057067871,2.54852032661438,0.9026244282722472,sitting,0.015575739539307354,1
377,A01,Chest,2.965978145599365,2.445934772491455,0.9932402968406676,sitting,0.10455339795061369,1
384,A01,Chest,2.9972310066223145,2.401017904281616,1.0176528692245483,sitting,0.11320813593529327,1
387,A01,Chest,2.8698878288269043,2.578456401824951,1.0093069076538086,sitting,0.0006676604482404036,1
391,A01,Chest,2.908625364303589,2.5313937664031982,0.860409140586853,sitting,0.059573145452983534,1
394,A01,Chest,2.9011430740356445,2.473625659942627,0.9581179022789,sitting,0.09537331457269493,1
398,A01,Chest,3.002614736557007,2.373725891113281,1.010216474533081,sitting,0.11832715891992868,1
401,A01,Chest,2.8252956867218018,2.542950391769409,1.01894211769104,sitting,0.06794513636854471,1
405,A01,Chest,2.912904739379883,2.50003719329834,0.961582362651825,sitting,0.08841572309294132,1
408,A01,Chest,2.977741003036499,2.4382078647613525,0.9365503787994384,sitting,0.10493109818492952,1
412,A01,Chest,2.9982192516326904,2.466414213180542,0.8605613112449646,sitting,0.07867142997237275,1
415,A01,Chest,3.012225866317749,2.454878568649292,0.9079917073249816,sitting,0.09539568840228968,1
443,A01,Chest,2.917633056640625,2.5640056133270264,0.8422673344612122,sitting,0.04414158410937696,1
447,A01,Chest,2.919213056564331,2.5566444396972656,0.941162109375,sitting,0.030314079262966143,1
460,A01,Chest,2.885150671005249,2.5146360397338867,0.8780040740966797,sitting,0.08001161063466189,1
467,A01,Chest,2.8719491958618164,2.53657603263855,1.0800796747207642,sitting,0.008222415781242387,1
470,A01,Chest,2.9347641468048096,2.5570666790008545,0.8936641216278076,sitting,0.052905528134385094,1
474,A01,Chest,2.9743993282318115,2.4399092197418213,0.9606494307518004,sitting,0.10493109818492952,1
477,A01,Chest,2.906678915023804,2.5389442443847656,0.9492480754852296,sitting,0.03987982740135265,1
484,A01,Chest,2.994778633117676,2.469151258468628,0.7995671033859253,sitting,0.08074710264794349,1
487,A01,Chest,2.9613900184631348,2.4483847618103027,0.8418179750442505,sitting,0.08682252920322331,1
494,A01,Chest,2.9845738410949707,2.4449172019958496,0.836443305015564,sitting,0.08875072828688291,1
497,A01,Chest,2.9041688442230225,2.534726142883301,0.99874746799469,sitting,0.061745627958007754,1
500,A01,Chest,2.98605751991272,2.4356086254119877,0.9396984577178956,sitting,0.10864230417228993,1
514,A01,Chest,2.9310245513916016,2.532956600189209,0.8311235308647156,sitting,0.06517023611478279,1
520,A01,Chest,2.924471616744995,2.5081350803375244,0.944555401802063,sitting,0.07830865959848599,1
523,A01,Chest,2.8693723678588867,2.570607662200928,1.0574787855148315,sitting,0.06479903956406585,1
526,A01,Chest,3.002890348434448,2.446608304977417,0.8567800521850586,sitting,0.08985758086840478,1
529,A01,Chest,2.904481887817383,2.5099377632141118,0.9571789503097534,sitting,0.07691179071582765,1
534,A01,Chest,2.9063823223114014,2.5127124786376958,0.9364780187606812,sitting,0.07900567766449818,1
538,A01,Chest,2.9912326335906982,2.449406147003174,0.992301881313324,sitting,0.10206542338874397,1
541,A01,Chest,2.9151041507720947,2.519721746444702,0.9774836301803588,sitting,0.07976279906706418,1
548,A01,Chest,2.9075443744659424,2.5121641159057617,0.93579363822937,sitting,0.07900567766449818,1
551,A01,Chest,3.0029263496398926,2.4393630027771,0.939331829547882,sitting,0.10336223147541013,1
554,A01,Chest,2.987920045852661,2.4435038566589355,0.9065612554550172,sitting,0.10412664187468385,1
564,A01,Chest,2.928067684173584,2.541635751724243,0.9359807968139648,sitting,0.061745627958007754,1
567,A01,Chest,2.994368076324463,2.429583549499512,0.8948562145233154,sitting,0.10624710625691025,1
570,A01,Chest,2.927236557006836,2.5396339893341064,0.9388440251350404,sitting,0.0511402204984599,1
576,A01,Chest,2.9289886951446533,2.5162007808685303,0.923494815826416,sitting,0.07900567766449818,1
610,A01,Chest,3.079601526260376,2.5019452571868896,0.8509711027145386,sitting,0.04558669026186013,1
613,A01,Chest,2.979404926300049,2.20928168296814,0.8841869831085205,standing up from sitting,0.13639767571919686,1
617,A01,Chest,3.006676435470581,2.175222635269165,0.7542799711227417,standing up from sitting,0.13278292296360278,1
620,A01,Chest,3.0678722858428955,2.1088271141052246,0.8193678259849548,standing up from sitting,0.14575320647117024,1
624,A01,Chest,3.0834436416625977,2.055537223815918,0.7970640063285828,standing up from sitting,0.15029607268691025,1
627,A01,Chest,3.1247036457061768,2.0277202129364014,0.750296950340271,standing up from sitting,0.14228876941871887,1
631,A01,Chest,3.177924156188965,1.9939632415771484,0.7237342596054077,standing up from sitting,0.14498989588232325,1
634,A01,Chest,3.16105318069458,1.9852840900421145,0.8524826169013977,standing up from sitting,0.15701564678352692,1
638,A01,Chest,3.1553151607513428,1.950894832611084,0.9016073346138,standing up from sitting,0.1695003442554257,1
641,A01,Chest,3.1994051933288574,1.956051230430603,0.9181846976280212,standing up from sitting,0.1660805568275882,1
645,A01,Chest,3.222125768661499,1.9965888261795044,1.0562708377838137,standing up from sitting,0.16286601973008386,1
648,A01,Chest,3.2220029830932617,2.004257917404175,1.032345414161682,standing up from sitting,0.16491930113738318,1
652,A01,Chest,3.2363295555114746,2.00623106956482,1.1472841501235962,standing up from sitting,0.15678036644866478,1
655,A01,Chest,3.2365293502807617,2.0008013248443604,1.1362073421478271,walking,0.1536762482512823,1
658,A01,Chest,3.2294259071350098,1.9878209829330444,1.180048584938049,walking,0.152829647378722,1
661,A01,Chest,3.271864652633667,1.8890830278396609,1.1584864854812622,walking,0.16230628489071758,1
665,A01,Chest,3.20621109008789,1.9869695901870728,1.1251733303070068,walking,0.16361838248405375,1
671,A01,Chest,3.1418612003326416,2.0514976978302,1.1749517917633057,walking,0.1436523635037814,1
674,A01,Chest,3.206510543823242,1.9306676387786863,1.1147878170013428,walking,0.1674242878702435,1
678,A01,Chest,3.131802082061768,2.016587972640991,1.1265560388565063,walking,0.16669165149585274,1
681,A01,Chest,3.1416571140289307,2.022721529006958,1.1226463317871094,walking,0.16662438664054974,1
685,A01,Chest,3.1772263050079346,1.8578673601150515,1.177407145500183,walking,0.15966689969260028,1
688,A01,Chest,3.132476568222046,1.7972772121429443,1.129086971282959,walking,0.15383663014296567,1
692,A01,Chest,3.169940710067749,1.6125622987747192,1.190502405166626,walking,0.17211586133126572,1
695,A01,Chest,3.066070079803467,1.6573837995529177,1.0677484273910522,walking,0.16400462429389784,1
701,A01,Chest,3.121254205703736,1.5498417615890503,1.0481393337249756,walking,0.17090634359521018,1
705,A01,Chest,3.203582525253296,1.513172626495361,1.0833139419555664,falling,0.16134025705387878,1
708,A01,Chest,3.2582244873046875,1.424609661102295,1.1769323348999023,falling,0.16075289545719845,1
712,A01,Chest,3.419891119003296,1.463585615158081,1.1950483322143557,falling,0.15733196881994327,1
714,A01,Chest,3.666965961456299,1.400693416595459,1.0705004930496216,falling,0.1437289463842275,1
718,A01,Chest,4.500741004943848,1.3711752891540527,1.2715609073638916,falling,0.07159710370930306,1
721,A01,Chest,4.153721809387207,1.2539384365081787,0.6194871664047241,falling,0.1644811943540806,1
725,A01,Chest,4.267351150512695,1.1663583517074585,0.8445742130279541,falling,0.1136243004025217,1
728,A01,Chest,4.516918659210205,1.108016014099121,0.3415703177452087,falling,0.16328244330118524,1
732,A01,Chest,4.586187362670898,1.0731892585754397,0.2926516234874725,falling,0.1650263899009093,1
734,A01,Chest,4.528495788574219,1.3319746255874634,0.2379284650087356,lying,0.16745489407256725,1
741,A01,Chest,4.713390827178955,1.0655332803726196,0.4474028944969177,lying,0.15490178648653258,1
751,A01,Chest,4.387779235839844,1.3571730852127075,0.222194641828537,lying,0.1572902921894388,1
753,A01,Chest,4.520534038543701,1.2877317667007446,0.4169855117797851,lying,0.173343249926183,1
760,A01,Chest,4.376388549804688,1.3374335765838623,0.2713320255279541,lying,0.16224709510524837,1
764,A01,Chest,4.444446563720703,1.3483062982559204,0.3076573014259338,lying,0.16455898358774845,1
765,A01,Chest,4.484316349029541,1.3876502513885498,0.4120098054409027,lying,0.18036018699042877,1
768,A01,Chest,4.402314186096191,1.3728386163711548,0.3375077545642853,lying,0.16762363641257066,1
770,A01,Chest,4.642916679382324,1.0834201574325562,0.5707101821899414,lying,0.15617847912483424,1
774,A01,Chest,4.689288139343262,1.021208882331848,0.3018270432949066,lying,0.14540003419053849,1
777,A01,Chest,4.6342082023620605,0.9936078190803528,0.4408571124076843,lying,0.1499186997755944,1
781,A01,Chest,4.776624202728272,0.9964044094085692,0.3283669352531433,lying,0.07729576528128435,1
784,A01,Chest,4.651551723480225,0.9543602466583252,0.3332137167453766,lying,0.12193398147565132,1
788,A01,Chest,4.676576137542725,0.8640915155410767,0.2668924331665039,lying,0.08307782454932089,1
791,A01,Chest,4.701907157897949,1.0040643215179443,0.158637449145317,lying,0.1148715484422404,1
795,A01,Chest,4.741762161254883,1.227839469909668,0.2532843053340912,lying,0.15468657148962323,1
798,A01,Chest,4.688614845275879,1.2086942195892334,0.0218567997217178,lying,0.11369325991148371,1
802,A01,Chest,4.749090671539307,1.036533236503601,0.3016650676727295,lying,0.1468540230441121,1
807,A01,Chest,4.475284576416016,1.1511653661727903,0.3873154819011688,lying,0.16940717937437655,1
810,A01,Chest,4.4728312492370605,1.1001020669937134,0.2481339573860168,lying,0.15768508194141062,1
814,A01,Chest,4.732895374298096,1.1187251806259155,0.4299110770225525,lying,0.16169865537649625,1
817,A01,Chest,4.647337913513184,1.0798434019088743,0.500049889087677,lying,0.16189757060831644,1
821,A01,Chest,4.605971813201904,1.171243667602539,0.4105608761310577,lying,0.16775226940389387,1
824,A01,Chest,4.671861171722412,1.2183817625045776,0.4910753071308136,lying,0.16786767064095037,1
827,A01,Chest,4.678854942321777,1.181224703788757,0.4220513701438904,lying,0.16479904136271334,1
829,A01,Chest,4.504783630371094,1.2298401594161987,0.4246000349521637,lying,0.1765158758426973,1
832,A01,Chest,4.480926513671875,1.1682169437408447,0.3374942243099212,lying,0.16487660074291993,1
834,A01,Chest,4.462629318237305,1.1460431814193726,0.3011368811130523,lying,0.16220246298108182,1
837,A01,Chest,4.786854267120361,1.077190637588501,0.2738054394721985,lying,0.11810149341408072,1
840,A01,Chest,4.418479919433594,0.8873270153999329,-0.1389366537332534,lying,0.020615221125203198,1
844,A01,Chest,4.387519359588623,1.2506167888641355,0.6290996074676514,lying,0.1635082871574714,1
856,A01,Chest,4.453120708465576,0.8669452667236328,0.1670464426279068,lying,0.08461450587526131,1
859,A01,Chest,5.011017322540283,1.2008095979690552,0.6035733222961426,lying,0.07656642153319015,1
865,A01,Chest,4.695059299468994,0.9237654805183412,0.4044325053691864,lying,0.11784267672114601,1
869,A01,Chest,4.674566745758057,0.9257545471191406,0.4431273937225342,lying,0.11118559533092937,1
875,A01,Chest,4.622109889984131,0.905602216720581,0.4574747681617737,lying,0.11325248303994495,1
887,A01,Chest,4.772465229034424,1.2920407056808472,0.4996542632579803,lying,0.14739461543373517,1
896,A01,Chest,4.558347225189209,1.1379164457321167,0.765080451965332,lying,0.12355138088326811,1
899,A01,Chest,4.706732273101807,1.1018787622451782,0.3864293992519378,lying,0.16425282507885125,1
903,A01,Chest,4.681065082550049,1.0082789659500122,0.3940507769584656,lying,0.1540847133224834,1
906,A01,Chest,4.628633499145508,1.1179189682006836,0.4718408286571502,lying,0.16596701063058333,1
909,A01,Chest,4.591953277587891,1.2495181560516355,0.3644121587276459,lying,0.1700479272766966,1
915,A01,Chest,4.794116020202637,1.1490362882614136,0.4979207813739776,lying,0.13215548691269857,1
918,A01,Chest,4.634177684783936,1.2367568016052246,0.607940673828125,lying,0.16538205857218008,1
922,A01,Chest,4.883206844329834,1.1829957962036133,0.4304122626781463,lying,0.13746627869388361,1
925,A01,Chest,4.589006423950195,1.2530107498168943,-0.0185354556888341,lying,0.11011026984681593,1
929,A01,Chest,4.675032615661621,1.28822124004364,0.0801011249423027,lying,0.13305181303468178,1
932,A01,Chest,4.862640857696533,1.3215456008911133,0.3347175121307373,lying,0.15044570373950222,1
936,A01,Chest,4.666844844818115,1.19681715965271,0.3140366375446319,lying,0.16019493761764686,1
939,A01,Chest,4.580722808837891,1.2609435319900513,0.3843574225902557,lying,0.16869886460336497,1
943,A01,Chest,4.722517013549805,1.3889886140823364,0.269140362739563,lying,0.15775338582410925,1
945,A01,Chest,4.86712646484375,1.2062615156173706,0.7994812726974487,lying,0.051572931481993045,1
949,A01,Chest,5.1341400146484375,1.3436813354492188,0.548512876033783,lying,0.07174460740340582,1
952,A01,Chest,4.730463981628418,0.9308034777641296,0.318633109331131,lying,0.10697526672819807,1
956,A01,Chest,4.766305446624756,1.491698980331421,0.1127153486013412,lying,0.13035112997430448,1
959,A01,Chest,4.620957851409912,1.4072332382202148,0.4781076312065124,lying,0.17396285608521278,1
963,A01,Chest,4.604928016662598,1.4097497463226318,0.4261974692344665,lying,0.17385055516367065,1
966,A01,Chest,4.941419124603272,1.1256076097488403,0.4674885272979736,lying,0.08188608825262855,1
970,A01,Chest,4.701255798339844,1.4683008193969729,0.1617474257946014,lying,0.13406113706928618,1
973,A01,Chest,4.912674903869629,1.213753342628479,0.311882883310318,lying,0.13153277035102556,1
977,A01,Chest,4.810854434967041,1.1501716375350952,0.1740349382162094,lying,0.1066616647790487,1
980,A01,Chest,4.795938014984131,1.1611815690994265,0.4619444906711578,lying,0.13639077939821553,1
984,A01,Chest,4.897257328033447,1.1711339950561523,0.3067272901535034,lying,0.13538944378696194,1
987,A01,Chest,4.794461727142334,1.2956122159957886,0.3554493486881256,lying,0.1453587291194759,1
991,A01,Chest,4.918898105621338,1.1530661582946775,0.1963594555854797,lying,0.07391132680676726,1
997,A01,Chest,4.7574005126953125,1.285519003868103,-0.0894693285226821,lying,0.03146953069295577,1
1000,A01,Chest,4.709813594818115,1.2352954149246216,0.3484243750572204,lying,0.16093030829610222,1
1004,A01,Chest,4.729345321655273,1.222026824951172,0.2838228940963745,lying,0.16275311583624558,1
1007,A01,Chest,4.702483654022217,1.189888834953308,0.3191081285476684,lying,0.15737254692037467,1
1011,A01,Chest,4.6933794021606445,1.1142247915267944,0.1454279422760009,lying,0.12651367998545526,1
1014,A01,Chest,4.6465163230896,1.0340027809143066,0.0514203272759914,lying,0.09340818591238975,1
1021,A01,Chest,4.615364074707031,0.9966073036193848,0.265040636062622,lying,0.13969621281736805,1
1025,A01,Chest,4.655776977539063,1.1054424047470093,0.2817641794681549,lying,0.1623735135168029,1
1028,A01,Chest,4.623342514038086,0.8995993137359619,0.4538174569606781,lying,0.11325248303994495,1
1052,A01,Chest,4.771495342254639,1.1503468751907349,0.5087727308273315,lying,0.12346726675773595,1
1055,A01,Chest,4.335653305053711,1.1117676496505735,0.3610085248947143,lying,0.15777417574456254,1
1059,A01,Chest,4.59663724899292,1.0605981349945068,0.4332809746265411,lying,0.1621110856499235,1
1066,A01,Chest,4.927771091461182,1.056552171707153,0.5518171787261963,lying,0.06809692012124724,1
1069,A01,Chest,4.716073989868164,1.0924690961837769,0.3858046531677246,lying,0.15919454674728872,1
1072,A01,Chest,4.629632949829102,1.1127125024795532,0.3554117083549499,lying,0.1629288011404994,1
1080,A01,Chest,4.8638916015625,0.9968886971473694,0.5787148475646973,lying,0.0583884172596999,1
1091,A01,Chest,4.467507362365723,0.8951773047447205,0.4871479868888855,lying,0.11619578805706027,1
1101,A01,Chest,4.676001071929932,0.8914452791213989,0.5738199353218079,lying,0.0593047811405667,1
1107,A01,Chest,4.695961952209473,0.9048876762390136,0.5728310942649841,lying,0.08054303868001589,1
1111,A01,Chest,4.865242958068848,1.1823346614837646,0.448594719171524,lying,0.12837439176309434,1
1114,A01,Chest,4.788033962249756,1.239708662033081,0.4705610573291778,lying,0.14630145006650297,1
1117,A01,Chest,4.746499538421631,1.1452720165252686,0.1628465801477432,lying,0.12409904345084882,1
1120,A01,Chest,4.782585144042969,1.1333671808242798,0.2839879691600799,lying,0.13349669997080643,1
1124,A01,Chest,4.779873371124268,1.1636595726013184,0.244913101196289,lying,0.13534324732696246,1
1127,A01,Chest,4.83100175857544,1.1378720998764038,0.4243980348110199,lying,0.13418895196630015,1
1131,A01,Chest,4.902370929718018,1.279572606086731,0.3480345606803894,lying,0.1379614929201089,1
1134,A01,Chest,4.902261257171631,1.2307970523834229,0.4204167425632477,lying,0.1291640895111888,1
1138,A01,Chest,4.914723873138428,1.1906894445419312,0.2806009948253631,lying,0.1265355723423084,1
1142,A01,Chest,4.804723739624023,1.1414659023284912,0.3465414643287658,lying,0.13099385584728696,1
1149,A01,Chest,4.793887615203857,1.3172560930252075,0.5996729135513306,lying,0.13843190457361554,1
1158,A01,Chest,4.644158363342285,1.0820159912109375,0.1768795996904373,lying,0.12862939651709948,1
1163,A01,Chest,4.525280475616455,0.8090648055076599,0.4405678212642669,lying,0.09822148309562012,1
1165,A01,Chest,4.462137699127197,1.4500741958618164,0.3432484567165375,lying,0.17041664172195758,1
1169,A01,Chest,4.55077075958252,0.7631635665893555,0.0643294155597686,lying,0.02558304101508846,1
1171,A01,Chest,4.780426025390625,1.0859625339508057,0.1313473731279373,lying,0.07700878336269179,1
1175,A01,Chest,4.726784706115723,0.9973074793815612,0.4795647859573364,lying,0.14714123230112897,1
1177,A01,Chest,4.748452663421631,0.8865028619766235,0.4893139600753784,lying,0.10511214645063749,1
1185,A01,Chest,4.833714485168457,1.2494566440582275,0.2434455007314682,lying,0.1437870806319429,1
1188,A01,Chest,4.732475757598877,1.2951667308807373,0.5092763304710388,lying,0.16568088426098188,1
1191,A01,Chest,4.755143165588379,1.153363585472107,0.3856081366539001,lying,0.15598796343046617,1
1207,A01,Chest,4.762392044067383,1.046759843826294,0.3814432024955749,lying,0.14087350580151342,1
1210,A01,Chest,4.867503643035889,1.050384283065796,-0.0391351766884326,lying,0.02196815985650402,1
1213,A01,Chest,4.606836318969727,0.8622891306877136,0.2656845450401306,standing up from lying,0.10146655975562996,1
1222,A01,Chest,4.640143871307373,1.2101223468780518,0.7313741445541382,standing up from lying,0.14380002110920653,1
1229,A01,Chest,4.396536827087402,1.5137701034545898,0.1092467382550239,standing up from lying,0.13910166881117247,1
1232,A01,Chest,4.218080997467041,1.0150744915008545,0.6957865953445435,standing up from lying,0.11511208916520904,1
1235,A01,Chest,4.463283538818359,1.082186937332153,0.4355786442756653,standing up from lying,0.1645507931247044,1
1238,A01,Chest,4.41295862197876,1.149940013885498,0.51015305519104,standing up from lying,0.15937407138241616,1
1242,A01,Chest,4.447266578674316,1.3281135559082031,0.3066861629486084,standing up from lying,0.16935544010560505,1
1245,A01,Chest,4.2719597816467285,1.1547191143035889,0.6953817009925842,standing up from lying,0.14399816264723858,1
1249,A01,Chest,4.166178226470947,1.1162761449813845,0.419918954372406,standing up from lying,0.16149918663738005,1
1252,A01,Chest,3.8706459999084473,1.2268686294555664,0.6221346259117126,standing up from lying,0.14827708607439372,1
1255,A01,Chest,4.392603397369385,1.3268697261810305,0.8897838592529297,standing up from lying,0.10535550902845747,1
1258,A01,Chest,3.924209117889404,1.2389748096466064,0.7346941232681274,standing up from lying,0.16720993223668418,1
1262,A01,Chest,4.079128265380859,1.1818618774414062,0.5161648988723755,standing up from lying,0.16182174373597424,1
1265,A01,Chest,3.96024751663208,1.282174587249756,0.7630073428153992,standing up from lying,0.16147816145722982,1
1269,A01,Chest,3.821027994155884,1.240435004234314,0.5965098142623901,standing up from lying,0.15747063658541083,1
1272,A01,Chest,3.782834053039551,1.1919634342193604,0.6568777561187744,standing up from lying,0.1602525719903441,1
1276,A01,Chest,3.867013692855835,1.1835553646087646,0.7673051953315735,standing up from lying,0.1493456440363723,1
1279,A01,Chest,3.925805807113648,1.3113982677459717,0.8691380023956299,standing up from lying,0.16021017438312235,1
1283,A01,Chest,3.836261749267578,1.2174911499023438,0.8763794302940369,standing up from lying,0.1635949047356995,1
1286,A01,Chest,3.754364728927612,1.1775404214859009,0.8170729875564575,standing up from lying,0.1469212644425399,1
1290,A01,Chest,3.774416446685791,1.131603717803955,0.8110004663467407,standing up from lying,0.14570156519095984,1
1293,A01,Chest,3.768401622772217,1.0522315502166748,0.7668336629867554,standing up from lying,0.1356088775254194,1
1297,A01,Chest,3.78062891960144,1.0355634689331057,0.7710357904434204,standing up from lying,0.13174770296896254,1
1303,A01,Chest,3.832672595977783,1.104375243186951,0.838575541973114,standing up from lying,0.13910369317765386,1
1306,A01,Chest,3.9027063846588135,1.134936809539795,0.8182204365730286,standing up from lying,0.12956169221923147,1
1310,A01,Chest,3.930614709854126,1.1541295051574707,0.7538018822669983,standing up from lying,0.14500898354153552,1
1313,A01,Chest,3.990612983703613,1.214964509010315,0.7702863812446594,standing up from lying,0.1591712630474147,1
1316,A01,Chest,3.98052430152893,1.29354727268219,0.7454955577850342,standing up from lying,0.1677951321269574,1
1318,A01,Chest,3.978161096572876,1.3259228467941284,0.6388651132583618,standing up from lying,0.1545862649178844,1
1321,A01,Chest,3.905026435852051,1.4240245819091797,0.7570004463195801,standing up from lying,0.16696611625586144,1
1324,A01,Chest,3.879085063934326,1.4363198280334473,0.7939558029174805,standing up from lying,0.15926098998721278,1
1330,A01,Chest,3.824553012847901,1.4870113134384155,0.9195399284362792,standing up from lying,0.15841532766778693,1
1334,A01,Chest,3.854328870773315,1.536482810974121,0.928972065448761,standing up from lying,0.15128400719757246,1
1337,A01,Chest,3.888058423995972,1.5725011825561523,1.0145238637924194,standing up from lying,0.12114257325612188,1
1340,A01,Chest,3.888551950454712,1.6200517416000366,1.0795191526412964,standing up from lying,0.10817155554427554,1
1342,A01,Chest,3.872856855392456,1.6442229747772217,1.1672935485839844,standing up from lying,0.11593959969823076,1
1346,A01,Chest,3.864945411682129,1.6928339004516602,1.1932227611541748,walking,0.12402788081254262,1
